DATE,RACE,CLASS,RACE NAME,DIST,SURF,STARTER NAME,PP,ODDS,FAVE,FIN,TRAINER,JOCKEY,TIME,PREV RACE,DAYS,SIRE,NOTES
8/7/19,5,MSW-NY-F,,6.5,Dirt,Graphite Dutchess,9,9.70,FALSE,8,Bruce Brown,Luis Saez,1:24.175,,,Palace Malice,
8/7/19,5,MSW-NY-F,,6.5,Dirt,Bella Invasion,3,47.50,FALSE,9,Randi Persaud,Samuel Jimenez,1:24.216,,,Normandy Invasion,
8/8/19,5,MSW-NY,,6.5,Dirt,Tiz the Law,3,3.55,FALSE,1,Barclay Tagg,Junior Alvarado,1:18.020,,,Constitution,
8/8/19,5,MSW-NY,,6.5,Dirt,Dream Bigger,7,1.50,TRUE,2,Rudy Rodriguez,John Velazquez,1:18.696,,,Mission Impazible,
8/8/19,5,MSW-NY,,6.5,Dirt,Brilliant Brooks,6,4.30,FALSE,3,Jeremiah Englehart,Jose Ortiz,1:20.924,,,Candy Ride (ARG),
8/8/19,5,MSW-NY,,6.5,Dirt,Disco Deano,5,31.00,FALSE,4,M. Ferraro,Jaime Rodriguez,1:22.197,,,Verrazano,
8/8/19,5,MSW-NY,,6.5,Dirt,Dangerous Edge,8,4.00,FALSE,5,George Weaver,Eric Cancel,1:22.634,,,Competitive Edge,
8/8/19,5,MSW-NY,,6.5,Dirt,Geta Lode of Lucky,2,19.20,FALSE,6,Danny Gargan,Kendrick Carmouche,1:23.828,,,Girolamo,
8/8/19,5,MSW-NY,,6.5,Dirt,Perpetrate,4,11.30,FALSE,7,Michael Stidham,Tyler Gaffalione,1:24.265,,,Distorted Humor,
8/8/19,5,MSW-NY,,6.5,Dirt,Forever Wicked,1,31.00,FALSE,8,Randi Persaud,Rajiv Maragh,1:24.942,,,Wicked Strong,
8/9/19,4,MSW-NY,,5.5,Turf,Fly Fly Away,8,1.85,TRUE,1,Christophe Clement,"Irad Ortiz, Jr.",1:02.500,SAR 7/18 5,22,First Samurai,
8/9/19,4,MSW-NY,,5.5,Turf,First Deputy,3,4.60,FALSE,2,Linda Rice,Jose Ortiz,1:02.507,,,Awesome Again,
8/9/19,4,MSW-NY,,5.5,Turf,Shandian,6,3.55,FALSE,3,Gary Contessa,Javier Castellano,1:02.801,SAR 7/18 5,22,Emcee,
8/9/19,4,MSW-NY,,5.5,Turf,Kierkegaard,10,4.60,FALSE,4,Jack Sisterson,Joel Rosario,1:02.838,,,Freud,
8/9/19,4,MSW-NY,,5.5,Turf,Go Rudy Go,1,10.40,FALSE,5,Rudy Rodriguez,Jose Lezcano,1:02.951,,,Warrior's Reward,
8/9/19,4,MSW-NY,,5.5,Turf,Lord Camden,9,6.70,FALSE,6,Mark Casse,Tyler Gaffalione,1:02.951,,,Freud,
8/9/19,4,MSW-NY,,5.5,Turf,Very Replaceable,4,25.50,FALSE,7,M. Ferraro,Jaime Rodriguez,1:03.366,,,Normandy Invasion,
8/9/19,4,MSW-NY,,5.5,Turf,Love Me Tomorrow,5,6.40,FALSE,8,Wesley Ward,Dylan Davis,1:03.479,SAR 7/11 5,29,Mineshaft,
8/9/19,4,MSW-NY,,5.5,Turf,Perfect Banker,2,34.00,FALSE,9,Thomas Albertrani,Eric Cancel,1:03.516,,,Central Banker,
8/9/19,4,MSW-NY,,5.5,Turf,Stone Guitar,7,32.50,FALSE,10,Gary Contessa,Kendrick Carmouche,1:03.629,,,Bustin Stones,
8/9/19,6,MSW-F,,5.5,Turf,Voting Agreement,4,3.00,FALSE,1,Chad Brown,Javier Castellano,1:01.870,,,More Than Ready,
8/9/19,6,MSW-F,,5.5,Turf,Boston Beauties (IRE),6,10.70,FALSE,2,Todd Pletcher,Luis Saez,1:02.242,,,Zoffany (IRE),
8/9/19,6,MSW-F,,5.5,Turf,Indochine,7,3.65,FALSE,3,Chad Brown,"Irad Ortiz, Jr.",1:02.429,,,War Front,
8/9/19,6,MSW-F,,5.5,Turf,Love of My Heart,3,15.10,FALSE,4,Mark Casse,Tyler Gaffalione,1:02.615,,,Colonel John,
8/9/19,6,MSW-F,,5.5,Turf,Leaveuwithasmile,1,20.50,FALSE,5,Jeremiah Englehart,"Ricardo Santana, Jr.",1:02.615,,,Conveyance,
8/9/19,6,MSW-F,,5.5,Turf,Star Command,9,20.50,FALSE,6,Claude McGaughey III,Dylan Davis,1:02.802,,,Orb,
8/9/19,6,MSW-F,,5.5,Turf,Our Little Jewel,5,21.00,FALSE,7,Michael Trombetta,Joel Rosario,1:02.913,,,Hat Trick (JPN),
8/9/19,6,MSW-F,,5.5,Turf,She's Into Me,2,7.60,FALSE,8,Jorge Abreu,Jose Ortiz,1:03.100,,,Into Mischief,
8/9/19,6,MSW-F,,5.5,Turf,Divided Sky (IRE),8,2.30,TRUE,9,Wesley Ward,John Velazquez,1:03.137,,,Society Rock (IRE),
8/9/19,6,MSW-F,,5.5,Turf,La Negrita,10,38.50,FALSE,10,Rudy Rodriguez,Manuel Franco,1:03.659,,,Fed Biz,
8/10/19,3,MSW,,8.5,Turf,Decorated Invader,5,1.25,TRUE,1,Christophe Clement,Junior Alvarado,1:41.340,SAR 7/13 6,28,Declaration of War,
8/10/19,3,MSW,,8.5,Turf,Summer to Remember,1,2.50,FALSE,2,Todd Pletcher,Manuel Franco,1:41.853,,,Summer Front,
8/10/19,3,MSW,,8.5,Turf,Fame to Famous,6,4.30,FALSE,3,Edmund Davis,Luis Saez,1:41.853,SAR 7/27 7,14,Tapit,
8/10/19,3,MSW,,8.5,Turf,Glynn County,7,21.70,FALSE,4,James Toner,Kendrick Carmouche,1:42.169,,,Kitten's Joy,
8/10/19,3,MSW,,8.5,Turf,No Bad Days,8,30.00,FALSE,5,Nicholas Zito,Tyler Gaffalione,1:42.762,SAR 7/27 4,14,Carpe Diem,
8/10/19,3,MSW,,8.5,Turf,My Sacred Place,3,10.00,FALSE,6,Jason Servis,Jose Lezcano,1:43.394,MTH 7/13 6,28,Temple City,
8/10/19,3,MSW,,8.5,Turf,City Guy,2,53.00,FALSE,7,Philip Gleaves,Dylan Davis,1:43.434,BEL 7/6 5,35,Temple City,
8/10/19,3,MSW,,8.5,Turf,Yukon Eric,4,9.40,FALSE,8,Linda Rice,Jose Ortiz,1:46.397,,,Will Take Charge,
8/10/19,5,MSW,,6,Dirt,Tumbling Sky,7,2.05,FALSE,1,Steven Asmussen,"Ricardo Santana, Jr.",1:09.860,,,Competitive Edge,
8/10/19,5,MSW,,6,Dirt,Bellavia,8,22.80,FALSE,2,Jena Antonucci,Tyler Gaffalione,1:10.052,,,Honor Code,
8/10/19,5,MSW,,6,Dirt,Famished,5,11.60,FALSE,3,John Kimmel,Joel Rosario,1:10.323,,,Uncle Mo,
8/10/19,5,MSW,,6,Dirt,Irish Front,1,8.00,FALSE,4,Todd Pletcher,Manuel Franco,1:10.593,,,Summer Front,
8/10/19,5,MSW,,6,Dirt,Ajaaweed,3,6.00,FALSE,5,Kiaran McLaughlin,Luis Saez,1:10.631,,,Curlin,
8/10/19,5,MSW,,6,Dirt,Kittansett,2,1.50,TRUE,6,Chad Brown,Jose Ortiz,1:11.017,,,American Pharoah,
8/10/19,5,MSW,,6,Dirt,Social Afleet,4,43.00,FALSE,7,Dallas Stewart,Corey Lanerie,1:12.368,,,Northern Afleet,
8/10/19,5,MSW,,6,Dirt,Ghost of the Mambo,9,18.50,FALSE,8,William Mott,Junior Alvarado,1:12.715,,,Ghostzapper,
8/10/19,5,MSW,,6,Dirt,Good Scout,6,52.75,FALSE,9,D. Lukas,Rajiv Maragh,1:12.985,,,Oxbow,
8/10/19,7,MSW,,6,Dirt,Gozilla,6,0.60,TRUE,1,Steven Asmussen,"Ricardo Santana, Jr.",1:09.590,,,Flatter,
8/10/19,7,MSW,,6,Dirt,Ox Bridge,8,7.50,FALSE,2,Todd Pletcher,Manuel Franco,1:10.281,,,Oxbow,
8/10/19,7,MSW,,6,Dirt,Sprawl,2,10.70,FALSE,3,William Mott,Jose Ortiz,1:10.781,,,City Zip,
8/10/19,7,MSW,,6,Dirt,Prince of Caps,4,46.75,FALSE,4,Michelle Nevin,Eric Cancel,1:11.281,,,Awesome Again,
8/10/19,7,MSW,,6,Dirt,Cardiac Kid,7,5.70,FALSE,5,Kenneth McPeek,Julien Leparoux,1:11.704,SAR 7/13 6,28,American Pharoah,
8/10/19,7,MSW,,6,Dirt,Option Value,1,5.30,FALSE,6,Chad Brown,Luis Saez,1:12.088,,,Into Mischief,
8/10/19,7,MSW,,6,Dirt,Hostile Witness,9,36.50,FALSE,7,Rudy Rodriguez,Jose Lezcano,1:12.857,,,Verrazano,
8/10/19,7,MSW,,6,Dirt,Gear Jockey,5,7.50,FALSE,8,"George Arnold, II",Junior Alvarado,1:13.088,,,Twirling Candy,
8/10/19,7,MSW,,6,Dirt,Stick Figure,3,35.50,FALSE,9,Dale Romans,Corey Lanerie,1:13.741,,,Tiznow,
8/10/19,8,GRD,Saratoga Special S.,6.5,Dirt,Green Light Go,3,1.55,TRUE,1,James Jerkens,Junior Alvarado,1:15.680,BEL 7/4 5,37,Hard Spun,
8/10/19,8,GRD,Saratoga Special S.,6.5,Dirt,Noose,1,2.35,FALSE,2,Eddie Kenneally,Corey Lanerie,1:16.258,CD 6/28 4,43,More Than Ready,
8/10/19,8,GRD,Saratoga Special S.,6.5,Dirt,Tuggle,4,8.20,FALSE,3,Jeremiah Englehart,Luis Saez,1:16.528,BEL 6/21 7,50,Point of Entry,
8/10/19,8,GRD,Saratoga Special S.,6.5,Dirt,Peruvian Boy,6,16.50,FALSE,4,"Ignacio Correas, IV",Julien Leparoux,1:17.146,AP 7/13 4,28,Tapiture,
8/10/19,8,GRD,Saratoga Special S.,6.5,Dirt,Zyramid,2,8.10,FALSE,5,Steven Asmussen,"Ricardo Santana, Jr.",1:17.570,SAR 7/13 4,28,City Zip,
8/10/19,8,GRD,Saratoga Special S.,6.5,Dirt,Long Weekend,5,3.95,FALSE,6,Thomas Amoss,Joel Rosario,1:17.879,CD 6/23 2,48,Majesticperfection,
8/10/19,8,GRD,Saratoga Special S.,6.5,Dirt,Iberico,7,32.75,FALSE,7,Antonio Sano,Tyler Gaffalione,1:19.538,GP 7/6 6,35,Dialed In,
8/11/19,3,MSW-F,,8.5,Turf,Morning Gold,7,1.35,TRUE,1,Kenneth McPeek,Jose Ortiz,1:40.600,SAR 7/14 1,28,Morning Line,
8/11/19,3,MSW-F,,8.5,Turf,Apurate,8,4.80,FALSE,2,Todd Pletcher,John Velazquez,1:41.423,SAR 7/12 5,30,Summer Front,
8/11/19,3,MSW-F,,8.5,Turf,Micheline,2,12.50,FALSE,3,Michael Stidham,Jose Lezcano,1:41.619,,,Bernardini,
8/11/19,3,MSW-F,,8.5,Turf,Slip Sliding Away,1,3.75,FALSE,4,James Toner,Joe Bravo,1:41.619,,,American Pharoah,
8/11/19,3,MSW-F,,8.5,Turf,Gran Chemin,5,9.80,FALSE,5,Jeremiah Englehart,"Irad Ortiz, Jr.",1:41.855,,,Constitution,
8/11/19,3,MSW-F,,8.5,Turf,Leeway,3,32.50,FALSE,6,Christophe Clement,Chris Landeros,1:41.972,,,Stroll,
8/11/19,3,MSW-F,,8.5,Turf,Windfall Profit,4,7.00,FALSE,7,Claude McGaughey III,Joel Rosario,1:42.012,,,Malibu Moon,
8/11/19,3,MSW-F,,8.5,Turf,Revelment,9,47.50,FALSE,8,Barclay Tagg,Dylan Davis,1:42.561,,,English Channel,
8/11/19,3,MSW-F,,8.5,Turf,Catherineofaragon,10,35.25,FALSE,9,Rodolphe Brisset,Tyler Gaffalione,1:42.835,,,Bodemeister,
8/11/19,3,MSW-F,,8.5,Turf,Hard Won,6,50.25,FALSE,10,Leah Gyarmati,Rajiv Maragh,1:43.385,,,Hard Spun,
8/11/19,6,MSW-F,,6,Dirt,Lotta Ott,3,3.60,FALSE,1,Steven Asmussen,"Ricardo Santana, Jr.",1:10.610,SAR 7/12 5,30,Tapiture,
8/11/19,6,MSW-F,,6,Dirt,Mundaye Call,8,0.85,TRUE,2,Don Chatlos,Jose Ortiz,1:10.625,,,Into Mischief,
8/11/19,6,MSW-F,,6,Dirt,Secondary Market,4,7.70,FALSE,3,Chad Brown,Javier Castellano,1:11.156,,,Into Mischief,
8/11/19,6,MSW-F,,6,Dirt,Noudha,2,15.40,FALSE,4,Todd Pletcher,John Velazquez,1:11.546,,,American Pharoah,
8/11/19,6,MSW-F,,6,Dirt,Palace Avenger,7,8.70,FALSE,5,Wesley Ward,"Irad Ortiz, Jr.",1:11.585,BEL 7/3 5,39,Palace,
8/11/19,6,MSW-F,,6,Dirt,Velvet Crush,6,15.60,FALSE,6,Rodolphe Brisset,Manuel Franco,1:11.780,,,Tapit,
8/11/19,6,MSW-F,,6,Dirt,Plea,5,11.20,FALSE,7,William Mott,Junior Alvarado,1:12.014,,,Lea,
8/11/19,6,MSW-F,,6,Dirt,Nikki My Angel,1,34.50,FALSE,8,Anthony Quartarolo,Eric Cancel,1:15.368,TDN 7/20 7,22,Shackleford,
8/14/19,2,MSW,,6,Dirt,Beyond Gone,5,0.65,TRUE,1,Kenneth McPeek,Jose Ortiz,1:11.270,SAR 7/18 2,27,Can the Man,
8/14/19,2,MSW,,6,Dirt,Dan the Man Can,3,4.80,FALSE,2,Edward Barker,Manuel Franco,1:11.821,SAR 8/1 1,13,Can the Man,
8/14/19,2,MSW,,6,Dirt,More Thunder,2,4.50,FALSE,3,Steve Klesaris,Joel Rosario,1:12.136,,,Goldencents,
8/14/19,2,MSW,,6,Dirt,King of American,6,18.20,FALSE,4,Randi Persaud,Rajiv Maragh,1:12.726,SAR 8/1 3,13,Flatter,
8/14/19,2,MSW,,6,Dirt,Mr Phil,7,18.20,FALSE,5,James Ryerson,Tyler Gaffalione,1:13.002,SAR 8/1 1,13,Mr Speaker,
8/14/19,2,MSW,,6,Dirt,Montana Man,1,11.00,FALSE,6,Dale Romans,Luis Saez,1:13.356,,,Constitution,
8/14/19,2,MSW,,6,Dirt,Stone Guitar,4,20.10,FALSE,7,Gary Contessa,Kendrick Carmouche,1:13.710,SAR 8/9 4,5,Bustin Stones,
8/14/19,6,MSW-NY-F,,8.5,Turf,English Breeze,5,9.40,FALSE,1,David Donk,Manuel Franco,1:42.510,,,English Channel,
8/14/19,6,MSW-NY-F,,8.5,Turf,Sainte Mere Eglise,2,23.20,FALSE,2,Thomas Bush,Junior Alvarado,1:43.269,,,Noble Mission (GB),
8/14/19,6,MSW-NY-F,,8.5,Turf,Mazal Eighteen,10,7.70,FALSE,3,Patrick Reynolds,"Irad Ortiz, Jr.",1:43.629,SAR 7/24 3,21,Will Take Charge,
8/14/19,6,MSW-NY-F,,8.5,Turf,Kiss and Run,9,7.60,FALSE,4,Cherie DeVaux,Jose Lezcano,1:43.629,,,Carpe Diem,
8/14/19,6,MSW-NY-F,,8.5,Turf,Dustinthewind,7,24.75,FALSE,5,Edmund Davis,Joe Bravo,1:43.789,SAR 7/24 3,21,Mission Impazible,
8/14/19,6,MSW-NY-F,,8.5,Turf,Astoria Kitten,3,1.00,TRUE,6,Danny Gargan,Kendrick Carmouche,1:43.829,,,Kitten's Joy,
8/14/19,6,MSW-NY-F,,8.5,Turf,Sister Beauty,8,15.50,FALSE,7,Gary Contessa,Joel Rosario,1:44.028,SAR 7/31 3,14,Revolutionary,
8/14/19,6,MSW-NY-F,,8.5,Turf,Big Bounty,1,22.10,FALSE,8,Leah Gyarmati,Jose Ortiz,1:44.028,,,Posse,
8/14/19,6,MSW-NY-F,,8.5,Turf,Devils Rendezvous,6,5.30,FALSE,9,Gary Contessa,Tyler Gaffalione,1:44.708,SAR 7/17 5,28,Daredevil,
8/14/19,6,MSW-NY-F,,8.5,Turf,More Than Silver,4,40.50,FALSE,10,Leah Gyarmati,Rajiv Maragh,1:45.907,SAR 7/24 3,21,More Than Ready,
8/14/19,7,STK-F,Bolton Landing S.,5.5,Turf,Kimari,4,0.25,TRUE,1,Wesley Ward,John Velazquez,1:01.430,ASC 6/19,56,Munnings,
8/14/19,7,STK-F,Bolton Landing S.,5.5,Turf,Abscond,3,5.70,FALSE,2,Eddie Kenneally,Javier Castellano,1:02.022,ELP 7/21 4,24,Blame,
8/14/19,7,STK-F,Bolton Landing S.,5.5,Turf,Champagne Humor,5,13.50,FALSE,3,Antonio Sano,Luca Panici,1:02.170,GP 5/25 5,81,Distorted Humor,
8/14/19,7,STK-F,Bolton Landing S.,5.5,Turf,Vast,1,6.90,FALSE,4,William Mott,Junior Alvarado,1:02.466,SAR 7/12 5,33,Lea,
8/14/19,7,STK-F,Bolton Landing S.,5.5,Turf,Classy Sadie,6,23.30,FALSE,5,Gary Contessa,Tyler Gaffalione,1:02.466,SAR 7/18 3,27,Emcee,
8/14/19,7,STK-F,Bolton Landing S.,5.5,Turf,Persian Queen,2,31.50,FALSE,6,Carlos Martin,Luis Saez,1:03.466,SAR 7/25 2,20,Union Rags,
8/15/19,2,MSW-F,,6,Dirt,British Idiom,3,3.50,TRUE,1,Brad Cox,Javier Castellano,1:10.010,,,Flashback,
8/15/19,2,MSW-F,,6,Dirt,Miss Marissa,2,14.50,FALSE,2,James Ryerson,Dylan Davis,1:10.551,SAR 7/14 1,32,He's Had Enough,
8/15/19,2,MSW-F,,6,Dirt,Ain't None Lucky,6,3.80,FALSE,3,Lacey Gaudet,"Irad Ortiz, Jr.",1:10.667,SAR 7/17 5,29,Candy Ride (ARG),
8/15/19,2,MSW-F,,6,Dirt,Miraculousblessing,7,8.20,FALSE,4,Kelsey Danner,Tyler Gaffalione,1:11.518,,,Rattlesnake Bridge,
8/15/19,2,MSW-F,,6,Dirt,Esther's Fortune,8,7.50,FALSE,5,Bruce Levine,Jose Ortiz,1:12.175,,,Super Saver,
8/15/19,2,MSW-F,,6,Dirt,Little Farina,1,14.00,FALSE,6,Rudy Rodriguez,Manuel Franco,1:12.910,,,Astrology,
8/15/19,2,MSW-F,,6,Dirt,Surprise Arrival,5,32.50,FALSE,7,Michael Maker,Jose Lezcano,1:12.910,,,Lea,
8/15/19,2,MSW-F,,6,Dirt,Cherokee Song,9,65.75,FALSE,8,Randi Persaud,Samuel Jimenez,1:14.070,,,Pioneerof the Nile,
8/15/19,2,MSW-F,,6,Dirt,Tetrahydro,4,5.50,FALSE,9,Dale Romans,Luis Saez,1:14.109,,,Daredevil,
8/15/19,2,MSW-F,,6,Dirt,Talk You Out of It,10,3.75,FALSE,10,Bruce Brown,Junior Alvarado,1:17.822,BEL 7/3 5,43,Overanalyze,
8/15/19,4,MSW,,5.5,Turf,Mystic Lancelot,4,1.80,TRUE,1,Todd Pletcher,John Velazquez,1:01.060,,,Into Mischief,
8/15/19,4,MSW,,5.5,Turf,Art Collector,8,7.10,FALSE,2,Joe Sharp,Luis Saez,1:01.501,,,Bernardini,
8/15/19,4,MSW,,5.5,Turf,Buy Land and See,1,11.60,FALSE,3,Steve Klesaris,Jose Lezcano,1:01.722,,,Cairo Prince,
8/15/19,4,MSW,,5.5,Turf,Aye Aye Sir,6,5.60,FALSE,4,Wesley Ward,"Irad Ortiz, Jr.",1:01.795,,,Midshipman,
8/15/19,4,MSW,,5.5,Turf,Croi Mor,5,10.60,FALSE,5,Todd Pletcher,Javier Castellano,1:01.906,,,Honor Code,
8/15/19,4,MSW,,5.5,Turf,Relentless Dancer,2,3.50,FALSE,6,Michael Maker,Jose Ortiz,1:01.906,,,Midshipman,
8/15/19,4,MSW,,5.5,Turf,Pharoah Cat,3,22.70,FALSE,7,D. Lukas,Luis Reyes,1:02.163,SAR 7/13 4,33,American Pharoah,
8/15/19,4,MSW,,5.5,Turf,Katama Bay,7,18.50,FALSE,8,Brad Cox,Joel Rosario,1:02.237,,,Flatter,
8/15/19,4,MSW,,5.5,Turf,Mr Thrifty,9,10.90,FALSE,9,"Robert Reid, Jr.",Kendrick Carmouche,1:03.378,SAR 7/21 8,25,Poseidon's Warrior,
8/16/19,1,MSW-NY,,8.5,Turf,Mo Ready,6,1.10,TRUE,1,Todd Pletcher,Jose Ortiz,1:43.570,SAR 7/26 2,21,Uncle Mo,
8/16/19,1,MSW-NY,,8.5,Turf,Maxwell Esquire,2,5.60,FALSE,2,Christophe Clement,"Irad Ortiz, Jr.",1:43.812,,,Discreet Cat,
8/16/19,1,MSW-NY,,8.5,Turf,Turbo Drive,4,7.30,FALSE,3,Michael Maker,Dylan Davis,1:43.973,SAR 7/18 5,29,Teuflesberg,
8/16/19,1,MSW-NY,,8.5,Turf,Noble Emotion,3,21.10,FALSE,4,Jonathan Thomas,Javier Castellano,1:44.014,,,Noble Mission (GB),
8/16/19,1,MSW-NY,,8.5,Turf,Barleewon,1,4.20,FALSE,5,Michael Stidham,John Velazquez,1:44.095,SAR 7/18 5,29,Animal Kingdom,
8/16/19,1,MSW-NY,,8.5,Turf,Inside Info,7,11.50,FALSE,6,George Weaver,Manuel Franco,1:44.498,,,Mission Impazible,
8/16/19,1,MSW-NY,,8.5,Turf,Driftwood,9,11.70,FALSE,7,Kenneth McPeek,Julien Leparoux,1:44.821,SAR 7/26 2,21,Courageous Cat,
8/16/19,1,MSW-NY,,8.5,Turf,Managing Risk,10,1.10,TRUE,8,Rudy Rodriguez,Rajiv Maragh,1:45.468,AQU 4/19 1,119,Micromanage,
8/16/19,1,MSW-NY,,8.5,Turf,Kobe,5,31.75,FALSE,9,Gary Contessa,Tyler Gaffalione,1:46.195,SAR 7/26 2,21,Japan,
8/16/19,1,MSW-NY,,8.5,Turf,Victory Built,8,39.50,FALSE,10,Michael Maker,Luis Saez,1:48.537,,,Big Brown,
8/16/19,9,STK,Skidmore S.,5.5,Turf,Another Miracle,3,2.55,FALSE,1,Gary Contessa,Manuel Franco,1:01.610,SAR 7/24 6,23,American Pharoah,
8/16/19,9,STK,Skidmore S.,5.5,Turf,Proven Strategies,2,10.70,FALSE,2,Mark Casse,Tyler Gaffalione,1:01.869,SAR 7/27 7,20,Sky Mesa,
8/16/19,9,STK,Skidmore S.,5.5,Turf,Montauk Daddy,6,0.85,TRUE,3,Linda Rice,Jose Lezcano,1:01.869,BEL 7/6 5,41,Daddy Long Legs,
8/16/19,9,STK,Skidmore S.,5.5,Turf,Memorable,1,20.20,FALSE,4,Steven Asmussen,"Ricardo Santana, Jr.",1:02.426,SAR 7/13 3,34,Uncle Mo,
8/16/19,9,STK,Skidmore S.,5.5,Turf,Now Is,8,24.25,FALSE,5,Philip Gleaves,John Velazquez,1:02.760,MTH 8/3 10,13,Sidney's Candy,
8/16/19,9,STK,Skidmore S.,5.5,Turf,Venerate,7,32.50,FALSE,6,Antonio Sano,"Irad Ortiz, Jr.",1:03.020,GP 7/4 2,43,Treasure Beach (GB),
8/16/19,9,STK,Skidmore S.,5.5,Turf,Frosted Rose,5,6.10,FALSE,7,Michael Trombetta,Joel Rosario,1:03.057,SAR 8/1 1,15,Oxbow,
8/16/19,9,STK,Skidmore S.,5.5,Turf,River Hawk,4,29.75,FALSE,8,Edward Allard,Jose Ortiz,1:03.132,LRL 8/1 2,15,Treasure Beach (GB),
8/17/19,1,MSW,,7,Dirt,Acre,5,5.20,FALSE,1,William Mott,Junior Alvarado,1:23.110,SAR 7/27 4,21,Blame,
8/17/19,1,MSW,,7,Dirt,Market Impact,1,1.30,TRUE,2,Chad Brown,Javier Castellano,1:23.660,,,Carpe Diem,
8/17/19,1,MSW,,7,Dirt,Yankee Empire,3,5.80,FALSE,3,John Kimmel,Chris Landeros,1:23.936,SAR 7/21 8,27,Cairo Prince,
